Time[s], level
7980,	27,	0,	ch:26-1
8016,	36,	0,	ch:26-0
8061,	45,	1,	ch:26-T
8084,	23,	0,	ch:27-S
8094,	10,	0,	ch:27-7
8120,	26,	0,	ch:27-6
8129,	9,	0,	ch:27-5
8136,	7,	0,	ch:27-4
8165,	29,	0,	ch:27-3
8208,	43,	0,	ch:27-2
8232,	24,	0,	ch:27-1
8248,	16,	0,	ch:27-0
8278,	30,	1,	ch:27-T
8326,	48,	0,	ch:28-S
8351,	25,	0,	ch:28-7
8359,	8,	0,	ch:28-6
8367,	8,	0,	ch:28-5
8386,	19,	0,	ch:28-4
8415,	29,	0,	ch:28-3
8444,	29,	0,	ch:28-2
8459,	15,	0,	ch:28-1
8487,	28,	0,	ch:28-0
8525,	38,	1,	ch:28-T
8582,	57,	0,	ch:29-S
8611,	29,	0,	ch:29-7
8627,	16,	0,	ch:29-6
8648,	21,	0,	ch:29-5
8671,	23,	0,	ch:29-4
8680,	9,	0,	ch:29-3
8708,	28,	0,	ch:29-2
8732,	24,	0,	ch:29-1
8742,	10,	0,	ch:29-0
8762,	20,	1,	ch:29-T
8789,	27,	0,	ch:30-S
8813,	24,	0,	ch:30-7
8854,	41,	0,	ch:30-6
8861,	7,	0,	ch:30-5
8884,	23,	0,	ch:30-4
8913,	29,	0,	ch:30-3
8942,	29,	0,	ch:30-2
8957,	15,	0,	ch:30-1
8978,	21,	0,	ch:30-0
9001,	23,	1,	ch:30-T
9033,	32,	0,	ch:31-S
9057,	24,	0,	ch:31-7
9067,	10,	0,	ch:31-6
9079,	12,	0,	ch:31-5
9107,	28,	0,	ch:31-4
9136,	29,	0,	ch:31-3
9157,	21,	0,	ch:31-2
9168,	11,	0,	ch:31-1
9192,	24,	0,	ch:31-0
9216,	24,	1,	ch:31-T
9239,	23,	0,	ch:32-S
9250,	11,	0,	ch:32-7
9265,	15,	0,	ch:32-6
9299,	34,	0,	ch:32-5
9309,	10,	0,	ch:32-4
9327,	18,	0,	ch:32-3
9354,	27,	0,	ch:32-2
9377,	23,	0,	ch:32-1
9406,	29,	0,	ch:32-0
9435,	29,	1,	ch:32-T
9451,	16,	0,	ch:33-S
9474,	23,	0,	ch:33-7
9497,	23,	0,	ch:33-6
9506,	9,	0,	ch:33-5
9532,	26,	0,	ch:33-4
9560,	28,	0,	ch:33-3
9589,	29,	0,	ch:33-2
9604,	15,	0,	ch:33-1
9642,	38,	0,	ch:33-0
9673,	31,	1,	ch:33-T
9707,	34,	0,	ch:34-S
9735,	28,	0,	ch:34-7
9753,	18,	0,	ch:34-6
9775,	22,	0,	ch:34-5
9793,	18,	0,	ch:34-4
9819,	26,	0,	ch:34-3
9842,	23,	0,	ch:34-2
9871,	29,	0,	ch:34-1
9878,	7,	0,	ch:34-0
9905,	27,	1,	ch:34-T
9930,	25,	0,	ch:35-S
9953,	23,	0,	ch:35-7
9964,	11,	0,	ch:35-6
9995,	31,	0,	ch:35-5
10009,	14,	0,	ch:35-4
10035,	26,	0,	ch:35-3
10066,	31,	0,	ch:35-2
10109,	43,	0,	ch:35-1
10132,	23,	0,	ch:35-0
10148,	16,	1,	ch:35-T
10166,	18,	0,	ch:36-S
10196,	30,	0,	ch:36-7
10220,	24,	0,	ch:36-6
10227,	7,	0,	ch:36-5
10250,	23,	0,	ch:36-4
10280,	30,	0,	ch:36-3
10309,	29,	0,	ch:36-2
10336,	27,	0,	ch:36-1
10347,	11,	0,	ch:36-0
10373,	26,	1,	ch:36-T
10421,	48,	0,	ch:37-S
10445,	24,	0,	ch:37-7
10452,	7,	0,	ch:37-6
10497,	45,	0,	ch:37-5
10521,	24,	0,	ch:37-4
10537,	16,	0,	ch:37-3
10555,	18,	0,	ch:37-2
10567,	12,	0,	ch:37-1
10584,	17,	0,	ch:37-0
10628,	44,	1,	ch:37-T
10663,	35,	0,	ch:38-S
10695,	32,	0,	ch:38-7
10713,	18,	0,	ch:38-6
10740,	27,	0,	ch:38-5
10764,	24,	0,	ch:38-4
10771,	7,	0,	ch:38-3
10805,	34,	0,	ch:38-2
10824,	19,	0,	ch:38-1
10836,	12,	0,	ch:38-0
10866,	30,	1,	ch:38-T
10891,	25,	0,	ch:39-S
10902,	11,	0,	ch:39-7
10914,	12,	0,	ch:39-6
10936,	22,	0,	ch:39-5
10951,	15,	0,	ch:39-4
10965,	14,	0,	ch:39-3
10979,	14,	0,	ch:39-2
11000,	21,	0,	ch:39-1
11019,	19,	0,	ch:39-0
11043,	24,	1,	ch:39-T
11071,	28,	0,	ch:40-S
11099,	28,	0,	ch:40-7
11127,	28,	0,	ch:40-6
11153,	26,	0,	ch:40-5
11181,	28,	0,	ch:40-4
11211,	30,	0,	ch:40-3
11234,	23,	0,	ch:40-2
11242,	8,	0,	ch:40-1
11268,	26,	0,	ch:40-0
11288,	20,	1,	ch:40-T
11315,	27,	0,	ch:41-S
11343,	28,	0,	ch:41-7
11359,	16,	0,	ch:41-6
11389,	30,	0,	ch:41-5
11419,	30,	0,	ch:41-4
11440,	21,	0,	ch:41-3
11450,	10,	0,	ch:41-2
11473,	23,	0,	ch:41-1
11501,	28,	0,	ch:41-0
11533,	32,	1,	ch:41-T
11581,	48,	0,	ch:42-S
11605,	24,	0,	ch:42-7
11612,	7,	0,	ch:42-6
11656,	44,	0,	ch:42-5
11680,	24,	0,	ch:42-4
11685,	5,	0,	ch:42-3
11698,	13,	0,	ch:42-2
11727,	29,	0,	ch:42-1
11743,	16,	0,	ch:42-0
11761,	18,	1,	ch:42-T
11778,	17,	0,	ch:43-S
11808,	30,	0,	ch:43-7
11832,	24,	0,	ch:43-6
11842,	10,	0,	ch:43-5
11886,	44,	0,	ch:43-4
11911,	25,	0,	ch:43-3
11918,	7,	0,	ch:43-2
11943,	25,	0,	ch:43-1
11954,	11,	0,	ch:43-0
11988,	34,	1,	ch:43-T
12047,	59,	0,	ch:44-S
12073,	26,	0,	ch:44-7
12085,	12,	0,	ch:44-6
12101,	16,	0,	ch:44-5
12108,	7,	0,	ch:44-4
12121,	13,	0,	ch:44-3
12139,	18,	0,	ch:44-2
12169,	30,	0,	ch:44-1
12183,	14,	0,	ch:44-0
12215,	32,	1,	ch:44-T
12259,	44,	0,	ch:45-S
12309,	50,	0,	ch:45-7
12337,	28,	0,	ch:45-6
12354,	17,	0,	ch:45-5
12380,	26,	0,	ch:45-4
12424,	44,	0,	ch:45-3
12477,	53,	0,	ch:45-2
12501,	24,	0,	ch:45-1
12527,	26,	0,	ch:45-0
12553,	26,	1,	ch:45-T
12601,	48,	0,	ch:46-S
12632,	31,	0,	ch:46-7
12650,	18,	0,	ch:46-6
12679,	29,	0,	ch:46-5
12720,	41,	0,	ch:46-4
12751,	31,	0,	ch:46-3
12779,	28,	0,	ch:46-2
12787,	8,	0,	ch:46-1
12818,	31,	0,	ch:46-0
12848,	30,	1,	ch:46-T
12863,	15,	0,	ch:47-S
12884,	21,	0,	ch:47-7
12908,	24,	0,	ch:47-6
12915,	7,	0,	ch:47-5
12937,	22,	0,	ch:47-4
12968,	31,	0,	ch:47-3
12997,	29,	0,	ch:47-2
13026,	29,	0,	ch:47-1
13048,	22,	0,	ch:47-0
13112,	64,	1,	ch:47-T
13286,	174,	0,	ch:48-S
13315,	29,	0,	ch:48-7
13323,	8,	0,	ch:48-6
13365,	42,	0,	ch:48-5
13374,	9,	0,	ch:48-4
13405,	31,	0,	ch:48-3
13436,	31,	0,	ch:48-2
13467,	31,	0,	ch:48-1
13487,	20,	0,	ch:48-0
13515,	28,	1,	ch:48-T
13564,	49,	0,	ch:49-S
13593,	29,	0,	ch:49-7
13609,	16,	0,	ch:49-6
13617,	8,	0,	ch:49-5
13628,	11,	0,	ch:49-4
13634,	6,	0,	ch:49-3
13644,	10,	0,	ch:49-2
13651,	7,	0,	ch:49-1
13664,	13,	0,	ch:49-0
13676,	12,	1,	ch:49-T
13693,	17,	0,	ch:50-S
13702,	9,	0,	ch:50-7
13716,	14,	0,	ch:50-6
13728,	12,	0,	ch:50-5
13738,	10,	0,	ch:50-4
13764,	26,	0,	ch:50-3
13793,	29,	0,	ch:50-2
13808,	15,	0,	ch:50-1
13825,	17,	0,	ch:50-0
13830,	5,	1,	ch:50-T
13849,	19,	0,	ch:51-S
13939,	90,	0,	ch:51-7
13975,	36,	0,	ch:51-6
14022,	47,	0,	ch:51-5
14058,	36,	0,	ch:51-4
14080,	22,	0,	ch:51-3
14115,	35,	0,	ch:51-2
14147,	32,	0,	ch:51-1
14178,	31,	0,	ch:51-0
14197,	19,	1,	ch:51-T
14216,	19,	0,	ch:52-S
14251,	35,	0,	ch:52-7
14287,	36,	0,	ch:52-6
14319,	32,	0,	ch:52-5
14354,	35,	0,	ch:52-4
14377,	23,	0,	ch:52-3
14409,	32,	0,	ch:52-2
14449,	40,	0,	ch:52-1
14485,	36,	0,	ch:52-0
14504,	19,	1,	ch:52-T
14530,	26,	0,	ch:53-S
14536,	6,	0,	ch:53-7
14568,	32,	0,	ch:53-6
14602,	34,	0,	ch:53-5
14635,	33,	0,	ch:53-4
14674,	39,	0,	ch:53-3
14697,	23,	0,	ch:53-2
14731,	34,	0,	ch:53-1
14741,	10,	0,	ch:53-0
14776,	35,	1,	ch:53-T
14799,	23,	0,	ch:54-S
14818,	19,	0,	ch:54-7
14854,	36,	0,	ch:54-6
14891,	37,	0,	ch:54-5
14919,	28,	0,	ch:54-4
14932,	13,	0,	ch:54-3
14971,	39,	0,	ch:54-2
15005,	34,	0,	ch:54-1
15027,	22,	0,	ch:54-0
15056,	29,	1,	ch:54-T
15091,	35,	0,	ch:55-S
15124,	33,	0,	ch:55-7
15135,	11,	0,	ch:55-6
15167,	32,	0,	ch:55-5
15175,	8,	0,	ch:55-4
15214,	39,	0,	ch:55-3
15249,	35,	0,	ch:55-2
15260,	11,	0,	ch:55-1
15299,	39,	0,	ch:55-0
15334,	35,	1,	ch:55-T
15395,	61,	0,	ch:56-S
15428,	33,	0,	ch:56-7
15440,	12,	0,	ch:56-6
15461,	21,	0,	ch:56-5
15483,	22,	0,	ch:56-4
15492,	9,	0,	ch:56-3
15503,	11,	0,	ch:56-2
15520,	17,	0,	ch:56-1
15534,	14,	0,	ch:56-0
15560,	26,	1,	ch:56-T
15585,	25,	0,	ch:57-S
15609,	24,	0,	ch:57-7
15629,	20,	0,	ch:57-6
15645,	16,	0,	ch:57-5
15675,	30,	0,	ch:57-4
15696,	21,	0,	ch:57-3
15715,	19,	0,	ch:57-2
15732,	17,	0,	ch:57-1
15748,	16,	0,	ch:57-0
15766,	18,	1,	ch:57-T
15782,	16,	0,	ch:58-S
15804,	22,	0,	ch:58-7
15820,	16,	0,	ch:58-6
15843,	23,	0,	ch:58-5
15859,	16,	0,	ch:58-4
15880,	21,	0,	ch:58-3
15895,	15,	0,	ch:58-2
15914,	19,	0,	ch:58-1
15929,	15,	0,	ch:58-0
15946,	17,	1,	ch:58-T
15960,	14,	0,	ch:59-S
15983,	23,	0,	ch:59-7
15998,	15,	0,	ch:59-6
16015,	17,	0,	ch:59-5
16030,	15,	0,	ch:59-4
16048,	18,	0,	ch:59-3
16063,	15,	0,	ch:59-2
16080,	17,	0,	ch:59-1
16096,	16,	0,	ch:59-0
16117,	21,	1,	ch:59-T
16134,	17,	0,	ch:60-S
16158,	24,	0,	ch:60-7
16174,	16,	0,	ch:60-6
16192,	18,	0,	ch:60-5
16208,	16,	0,	ch:60-4
16227,	19,	0,	ch:60-3
16243,	16,	0,	ch:60-2
16264,	21,	0,	ch:60-1
16279,	15,	0,	ch:60-0
16298,	19,	1,	ch:60-T
16312,	14,	0,	ch:61-S
16335,	23,	0,	ch:61-7
16350,	15,	0,	ch:61-6
16368,	18,	0,	ch:61-5
16383,	15,	0,	ch:61-4
16400,	17,	0,	ch:61-3
16415,	15,	0,	ch:61-2
16433,	18,	0,	ch:61-1
16448,	15,	0,	ch:61-0
16469,	21,	1,	ch:61-T
16485,	16,	0,	ch:62-S
16507,	22,	0,	ch:62-7
16523,	16,	0,	ch:62-6
16544,	21,	0,	ch:62-5
16559,	15,	0,	ch:62-4
16576,	17,	0,	ch:62-3
16591,	15,	0,	ch:62-2
16609,	18,	0,	ch:62-1
16626,	17,	0,	ch:62-0
16645,	19,	1,	ch:62-T
16660,	15,	0,	ch:63-S
16686,	26,	0,	ch:63-7
16702,	16,	0,	ch:63-6
16719,	17,	0,	ch:63-5
16735,	16,	0,	ch:63-4
16753,	18,	0,	ch:63-3
16769,	16,	0,	ch:63-2
16790,	21,	0,	ch:63-1
16807,	17,	0,	ch:63-0
16828,	21,	1,	ch:63-T
16846,	18,	0,	ch:64-S
16853,	7,	0,	ch:64-7
16871,	18,	0,	ch:64-6
16888,	17,	0,	ch:64-5
16911,	23,	0,	ch:64-4
16926,	15,	0,	ch:64-3
16947,	21,	0,	ch:64-2
16964,	17,	0,	ch:64-1
16986,	22,	0,	ch:64-0
17002,	16,	1,	ch:64-T
17021,	19,	0,	ch:65-S
17037,	16,	0,	ch:65-7
17060,	23,	0,	ch:65-6
17078,	18,	0,	ch:65-5
17096,	18,	0,	ch:65-4
17111,	15,	0,	ch:65-3
17129,	18,	0,	ch:65-2
17144,	15,	0,	ch:65-1
17162,	18,	0,	ch:65-0
17177,	15,	1,	ch:65-T
17194,	17,	0,	ch:66-S
17209,	15,	0,	ch:66-7
17225,	16,	0,	ch:66-6
17240,	15,	0,	ch:66-5
17261,	21,	0,	ch:66-4
17278,	17,	0,	ch:66-3
17299,	21,	0,	ch:66-2
17314,	15,	0,	ch:66-1
17331,	17,	0,	ch:66-0
17346,	15,	1,	ch:66-T
17363,	17,	0,	ch:67-S
17380,	17,	0,	ch:67-7
17398,	18,	0,	ch:67-6
17414,	16,	0,	ch:67-5
17435,	21,	0,	ch:67-4
17450,	15,	0,	ch:67-3
17471,	21,	0,	ch:67-2
17486,	15,	0,	ch:67-1
17504,	18,	0,	ch:67-0
17519,	15,	1,	ch:67-T
17538,	19,	0,	ch:68-S
17552,	14,	0,	ch:68-7
17569,	17,	0,	ch:68-6
17585,	16,	0,	ch:68-5
17602,	17,	0,	ch:68-4
17618,	16,	0,	ch:68-3
17639,	21,	0,	ch:68-2
17654,	15,	0,	ch:68-1
17672,	18,	0,	ch:68-0
17688,	16,	1,	ch:68-T
17707,	19,	0,	ch:69-S
17723,	16,	0,	ch:69-7
17745,	22,	0,	ch:69-6
17761,	16,	0,	ch:69-5
17782,	21,	0,	ch:69-4
17798,	16,	0,	ch:69-3
17820,	22,	0,	ch:69-2
17835,	15,	0,	ch:69-1
17857,	22,	0,	ch:69-0
17881,	24,	1,	ch:69-T
17907,	26,	0,	ch:70-S
17932,	25,	0,	ch:70-7
17944,	12,	0,	ch:70-6
17969,	25,	0,	ch:70-5
17983,	14,	0,	ch:70-4
17995,	12,	0,	ch:70-3
18022,	27,	0,	ch:70-2
18068,	46,	0,	ch:70-1
18093,	25,	0,	ch:70-0
18103,	10,	1,	ch:70-T
18136,	33,	0,	ch:71-S
18180,	44,	0,	ch:71-7
18205,	25,	0,	ch:71-6
18218,	13,	0,	ch:71-5
18243,	25,	0,	ch:71-4
18258,	15,	0,	ch:71-3
18270,	12,	0,	ch:71-2
18284,	14,	0,	ch:71-1
18309,	25,	0,	ch:71-0
18345,	36,	1,	ch:71-T
18397,	52,	0,	ch:72-S
18423,	26,	0,	ch:72-7
18435,	12,	0,	ch:72-6
18465,	30,	0,	ch:72-5
18489,	24,	0,	ch:72-4
18494,	5,	0,	ch:72-3
18540,	46,	0,	ch:72-2
18563,	23,	0,	ch:72-1
18568,	5,	0,	ch:72-0
18613,	45,	1,	ch:72-T
18635,	22,	0,	ch:73-S
18669,	34,	0,	ch:73-7
18699,	30,	0,	ch:73-6
18717,	18,	0,	ch:73-5
18747,	30,	0,	ch:73-4
18780,	33,	0,	ch:73-3
18830,	50,	0,	ch:73-2
18861,	31,	0,	ch:73-1
18878,	17,	0,	ch:73-0
18908,	30,	1,	ch:73-T
18945,	37,	0,	ch:74-S
18995,	50,	0,	ch:74-7
19025,	30,	0,	ch:74-6
19042,	17,	0,	ch:74-5
19072,	30,	0,	ch:74-4
19105,	33,	0,	ch:74-3
19154,	49,	0,	ch:74-2
19184,	30,	0,	ch:74-1
19202,	18,	0,	ch:74-0
19237,	35,	1,	ch:74-T
19262,	25,	0,	ch:75-S
19272,	10,	0,	ch:75-7
19304,	32,	0,	ch:75-6
19325,	21,	0,	ch:75-5
19358,	33,	0,	ch:75-4
19387,	29,	0,	ch:75-3
19410,	23,	0,	ch:75-2
19437,	27,	0,	ch:75-1
19461,	24,	0,	ch:75-0
19466,	5,	1,	ch:75-T
19516,	50,	0,	ch:76-S
19538,	22,	0,	ch:76-7
19544,	6,	0,	ch:76-6
19590,	46,	0,	ch:76-5
19620,	30,	0,	ch:76-4
19639,	19,	0,	ch:76-3
19669,	30,	0,	ch:76-2
19703,	34,	0,	ch:76-1
19746,	43,	0,	ch:76-0
19771,	25,	1,	ch:76-T
19830,	59,	0,	ch:77-S
19861,	31,	0,	ch:77-7
19879,	18,	0,	ch:77-6
19907,	28,	0,	ch:77-5
19942,	35,	0,	ch:77-4
19993,	51,	0,	ch:77-3
20023,	30,	0,	ch:77-2
20040,	17,	0,	ch:77-1
20068,	28,	0,	ch:77-0
20100,	32,	1,	ch:77-T
20148,	48,	0,	ch:78-S
20171,	23,	0,	ch:78-7
20176,	5,	0,	ch:78-6
20223,	47,	0,	ch:78-5
20254,	31,	0,	ch:78-4
20270,	16,	0,	ch:78-3
20291,	21,	0,	ch:78-2
20317,	26,	0,	ch:78-1
20343,	26,	0,	ch:78-0
20373,	30,	1,	ch:78-T
20390,	17,	0,	ch:79-S
20418,	28,	0,	ch:79-7
20450,	32,	0,	ch:79-6
20510,	60,	0,	ch:79-5
20534,	24,	0,	ch:79-4
20540,	6,	0,	ch:79-3
20585,	45,	0,	ch:79-2
20609,	24,	0,	ch:79-1
20636,	27,	0,	ch:79-0
20644,	8,	1,	ch:79-T
20680,	36,	0,	ch:80-S
20709,	29,	0,	ch:80-7
20760,	51,	0,	ch:80-6
20790,	30,	0,	ch:80-5
20807,	17,	0,	ch:80-4
20854,	47,	0,	ch:80-3
20881,	27,	0,	ch:80-2
20907,	26,	0,	ch:80-1
20916,	9,	0,	ch:80-0
20941,	25,	1,	ch:80-T
20997,	56,	0,	ch:81-S
21027,	30,	0,	ch:81-7
21047,	20,	0,	ch:81-6
21075,	28,	0,	ch:81-5
21115,	40,	0,	ch:81-4
21159,	44,	0,	ch:81-3
21182,	23,	0,	ch:81-2
21187,	5,	0,	ch:81-1
21232,	45,	0,	ch:81-0
21255,	23,	1,	ch:81-T
21307,	52,	0,	ch:82-S
